RecId,Group,Title,Location,Method,Color,Aliases,Image,ImageCopyright,SushiAlias,ScientificName,Description,ConsumerNote,Summary,Alternatives,PDF1,PDF1Text,PDF2,PDF2Text,PDF3,PDF3Text,PDF4,PDF4Text,PDF5,PDF5Text,PDF6,PDF6Text,PDF7,PDF7Text
470,Swordfish,Swordfish,Marine Stewardship Council Certified,Wild,Yellow,"Broadbill, Emperador, Espada, Shutome",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/swordfish.jpg,© Monterey Bay Aquarium,NULL,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#swordfish','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.      <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,Tilapia,Tilapia,"Alberta, Canada",Farmed in Tank Systems,Green,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,Oreochromis niloticus,"<b>Nile tilapia farmed in Canada in closed, 100% recirculating systems is a ""Best Choice.""</b>",NULL,"Tilapia is a fast-growing tropical species, native to Africa, but produced in more than 100 nations, surpassing any other farmed fish. It is the fourth most consumed seafood in the United States after shrimp, tuna and salmon. <br><br>    Tilapia in Canada is raised in land-based farms that are ""closed"" from the surrounding environment, and therefore limit the impact the operation can have on local ecosystems.  Risk of disease spreading, or escape of fish from the farm is minimized. Water and effluent can be treated, and with minimum use of chemicals, and water that is recirculated, the outputs from the farm can be minimized and even re-used as fertilizer. <br><br>    By using feed ingredients that are not solely reliant on wild fish, there is also less impact to the environment.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilapiaReport.pdf,Farmed Tilapia (Canada) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,Tilapia,Tilapia,Taiwan,"Farmed, Ponds",Yellow,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,Tilapia spp.,"<b>Tilapia farmed in ponds in Taiwan is a ""Good Alternative.""</b>","A mild, white fish, tilapia is available year-round. It's available whole, fresh, frozen, or even live in some Asian restaurants. It can also be found as fresh or frozen fillets. Tilapia is known as izumidai when prepared for sushi.","Tilapia is a fast-growing tropical species, native to Africa, but produced in more than 100 nations, surpassing any other farmed fish. It is the fourth most-consumed seafood in the United States after shrimp, tuna and salmon. <br><br>    Tilapia can be farmed in either fresh or salt water. They are omnivores, feeding mainly on algae in the wild. <br><br>    Tilapia accounts for 20%-25% of total aquaculture production in Taiwan, with more than half exported to the U.S. One concern with their product is that it's farmed mainly in outdoor freshwater ponds that discharge waste, especially when the water is frequently changed. Taiwanese regulations regarding discharge of farm waste are weak.<br><br>    There's evidence that Taiwanese tilapia producers may use banned chemicals such as malachite green and gentian violet to treat disease, infection and parasite outbreaks.<br><br>     Tilapia feeds used in Taiwanese farms are low in fishmeal - with zero fish oil - and instead rely on crop-derived ingredients.<br><br>    Tilapia farmed in the U.S. and Ecuador is your ""Best Choice,"" while tilapia farmed in China and Taiwan is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilapiaTaiwanReport.pdf,Farmed Tilapia (Taiwan) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,Tilapia,Tilapia,U.S.,"Farmed, Closed Recirculating Systems",Green,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,Tilapia spp.,"<b>U.S. tilapia farmed in closed recirculating systems is a ""Best Choice.""</b>","A mild, white fish, tilapia is available year-round. It's available whole, fresh, frozen, or even live in some Asian restaurants. It can also be found as fresh or frozen fillets. Tilapia is known as izumidai when prepared for sushi.","Tilapia is a fast-growing tropical species, native to Africa, but produced in more than 100 nations, surpassing any other farmed fish, and is the fourth most-consumed seafood in the U.S. after shrimp, tuna and salmon. The U.S. tilapia market is dominated by imports, with less than five percent produced domestically. <br><br>    U.S. tilapia is mostly farmed in recirculating systems - indoor facilities or ponds covered by greenhouse roofs. They're isolated from wildlife, local water sources and predators, limiting risk to the environment. Waste is relatively low and is treated onsite in external treatment plants or used for crop irrigation.<br><br>    U.S. tilapia farms use feed that's low in fishmeal and fish oil, instead relying on crop-derived ingredients.    Tilapia farmed in the U.S. and Ecuador is your ""Best Choice,"" while tilapia farmed in China and Taiwan is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilapiaUSReport.pdf,Farmed Tilapia (U.S.) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
195,Tilapia,Tilapia,China,"Farmed, Ponds",Yellow,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,Tilapia spp.,"<b>Tilapia farmed in ponds in China is a Seafood Watch ""Good Alternative.""</b>","A mild white fish, tilapia is available year-round. It's available whole, fresh, frozen, or even live in some Asian restaurants. It can also be found as fresh or frozen fillets. Tilapia is known as izumidai when prepared for sushi.","Tilapia is a fast-growing tropical species, native to Africa, but produced in more than 100 nations - surpassing any other farmed fish. It is the fourth most-consumed seafood in the United States after shrimp, tuna and salmon. <br><br>    China, the world's largest producer of farmed tilapia, supplies approximately 40% of global production. Nearly 40% of this is exported to the U.S., mainly as frozen fillets.<br><br>    Tilapia can be farmed in either fresh or salt water. They are omnivores, feeding mainly on algae in the wild. Tilapia feed in Chinese farms is low in fishmeal and fish oil, and relies instead on crop-derived ingredients. <br><br>    Most Chinese tilapia is farmed in ponds. Recent reductions in water use, achieved by only emptying the ponds at the time of each harvest, has also reduced discharge of effluent to the environment. Both of these factors were sufficient to raise this recommendation from its previous ""Avoid"" to a ""Good Alternative.""<br><br>    Chinese farms do discharge the water without relevant treatment, however, and there is evidence that some banned chemicals - including antibiotics and fungal treatments (nitrofurans and malachite green) - are still used in Chinese tilapia production.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilapiaChinaReport.pdf,Farmed Tilapia (China) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
196,Tilapia,Tilapia,Ecuador,"Farmed, Ponds",Green,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,Tilapia spp.,"<b>Tilapia farmed in ponds in Ecuador is a ""Best Choice.""</b>","A mild, white fish, tilapia is available year-round. It's available whole, fresh, frozen, or even live in some Asian restaurants. It can also be found as fresh or frozen fillets. Tilapia is known as izumidai when prepared for sushi.","Tilapia is a fast-growing tropical species native to Africa but produced in more than 100 nations - surpassing any other farmed fish. It is the fourth most consumed seafood in the United States after shrimp, tuna and salmon. Tilapia can be farmed in either fresh or salt water. They are omnivores that feed mainly on algae in the wild.<br><br>    Ecuador is the main exporter of fresh tilapia fillets to the U.S. market. Ecuadorian tilapia is raised with shrimp in ponds. About half of the waste produced by the fish and shrimp is broken down in the ponds. The remaining waste is treated before being discharged.<br><br>    Ecuadorian tilapia farms stock their ponds with fewer fish than is common in the industry, thereby reducing disease and the need for use of chemicals. Water quality is frequently monitored to limit environmental impact.<br><br>    Ecuadorean tilapia is fed a diet with low levels of fishmeal and no fish oil.  The fishmeal is from waste products such as tuna offal, reducing its impact on wild fish populations. The other ingredients are crop-based, such as soy.<br><br>    Tilapia farmed in the U.S. and Ecuador is your ""Best Choice,"" while tilapia farmed in China and Taiwan is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilapiaEcuadorReport.pdf,Farmed Tilapia (Ecuador) Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,Tilapia,Tilapia,Naturland Certified,Farmed,Yellow,Izumidai,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilapia.jpg,© Monterey Bay Aquarium,Izumidai,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the Naturland farmed freshwater fishes <a href=""javascript:openNewWindow('http://www.naturland.de/naturland_fish.html','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the Naturland web site.""><gif"" width=""23"" height""16"" title=""Learn more on the Naturland web site."">(Naturland)</a> standard as equivalent to at least our yellow ""Good Alternative"" recommendation.  <br></br>  <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/natureland.jpg"" alt=""Naturland Certified"" />  <br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeafoodWatch_Naturland_Farmed_Freshwater_Fishes_Benchmarking_Report.pdf,Naturland Certifed Farmed Freshwater Fishes Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,Tilefish,"Tilefish, Blueline","U.S. Gulf of Mexico, U.S. South Atlantic",Wild,Red,"Grey Tilefish, Paleta",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilefish_blueline.jpg,© Duane Raver,NULL,Caulolatilus microps,"<b>Blueline tilefish populations in the South Atlantic and the U.S. Gulf of Mexico are rated as ""Avoid.""</b>",Most tilefish found in the marketplace is golden tilefish.,"Blueline tilefish are long-lived, slow-growing deep water species. Tilefish have a limited range and do not migrate, making it easy for fishermen to catch large numbers at one time. This characteristic, combined with the fact that tilefish are slow to mature, makes them vulnerable to fishing pressure.  <br><br>    The status of tilefish populations varies by region. In the Mid-Atlantic, golden tilefish have begun to recover from overfishing. In the South Atlantic, overfishing continues and is a high conservation concern. The South Atlantic blueline tilefish population is considered to be overfished and little information is available for either species for the Gulf of Mexico.","Pacific <span id=""nolink"">halibut</span> and Alaska <span id=""nolink"">pollock</span> are your ""Best Choices."" ",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilefishReport.pdf,Tilefish Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,Tilefish,"Tilefish, Golden",U.S. Mid-Atlantic,Wild,Yellow,"Rainbow & Colorful Tilefish, Golden Snapper",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilefish_golden.jpg,© Duane Raver,NULL,Lopholatilus chamaeleonticeps,<b>Golden tilefish populations in the Mid-Atlantic are beginning to recover from being overfished while others remain in trouble.</b>,Most tilefish found in the marketplace is golden tilefish.,"Golden tilefish are long-lived, slow-growing, deep water species. Tilefish have a limited range and do not migrate, making it easy for fishermen to catch large numbers at one time. This characteristic, combined with the fact that tilefish are slow to mature, makes them vulnerable to fishing pressure.  <br><br>    The status of tilefish populations varies by region. In the Mid-Atlantic, golden tilefish have begun to recover from overfishing. In the South Atlantic, overfishing continues and is a high conservation concern. The South Atlantic blueline tilefish population is considered to be overfished and little information is available for either species for the Gulf of Mexico.","Pacific <span id=""nolink"">halibut</span> and Alaska <span id=""nolink"">pollock</span> are your ""Best Choices."" ",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilefishReport.pdf,Tilefish Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,Tilefish,"Tilefish, Golden","U.S. Gulf of Mexico, U.S. South Atlantic",Wild,Red,"Rainbow & Colorful Tilefish, Golden Snapper",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/tilefish_golden.jpg,© Duane Raver,NULL,Lopholatilus chamaeleonticeps,<b>Golden tilefish populations in the Mid-Atlantic are beginning to recover from being overfished while others remain in trouble.</b>,Most tilefish found in the marketplace is golden tilefish.,"Golden tilefish are long-lived, slow-growing, deep water species. Tilefish have a limited range and do not migrate, making it easy for fishermen to catch large numbers at one time. This characteristic, combined with the fact that tilefish are slow to mature, makes them vulnerable to fishing pressure.  <br><br>    The status of tilefish populations varies by region. In the Mid-Atlantic, golden tilefish have begun to recover from overfishing. In the South Atlantic, overfishing continues and is a high conservation concern. The South Atlantic blueline tilefish population is considered to be overfished and little information is available for either species for the Gulf of Mexico.","Pacific <span id=""nolink"">halibut</span> and Alaska <span id=""nolink"">pollock</span> are your ""Best Choices."" ",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TilefishReport.pdf,Tilefish Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,Totoaba,Totoaba,Gulf of California,Wild,Red,"Mexican Giant Bass, Cabaicucho",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/totoaba.jpg,© Monterey Bay Aquarium,NULL,Totoaba macdonaldi,<b>Totoaba is a protected species in the U.S. and Mexico and is considered vulnerable to global extinction.</b>,All totoaba available in the market has been caught illegally.,"Totoaba or Mexican giant bass reach 6.5 feet and weigh 220 pounds.<br><br>  Found only in the Gulf of California, they spawn just once a year and don't reach sexual maturity until they're six or seven years old. Their spawning and nursery habitats in the Colorado River delta have been degraded by upstream diversions of the river, which have lowered the freshwater flow in the region. For all these reasons, totoaba are especially vulnerable to <a href=""javascript:openGlossary('overfishing')"" title=""definition of overfishing"">overfishing<img src=""/images/shared/icon_glossary.gif"" width=8 height=11 title="""" border=""0""></a>.    <br><br>    Totoaba have been overfished.  The fishery began in the 1900s, and by the 1960s the population was in serious decline. Illegal fishing continues, and juveniles are often caught accidentally in some shrimp fisheries.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_GulfofCalifornia_Guide.pdf,Gulf of California Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,Trevally/Jack,Trevally/Jack,Hawaii,Wild,Yellow,"Black & White Ulua, Butaguchi, Jacks",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/jack_trevally.jpg,© HDAR/Les Hata,NULL,Caranx ignobilis,"<b>Trevally matures and reproduces quickly, making it fairly resilient to fishing pressure. However, uncertainty about stock status, as well bycatch and management concerns, make trevally a ""Good Alternative.""</b>",NULL,"Trevally, also called jack, is caught year-round in Hawaiian waters. Populations throughout the Hawaiian Islands do not appear to be overfished  at the present time, but managers have little scientific understanding of the populations.<br><br>    Trevally is caught using handlines that target snappers and groupers. There is moderate bycatch associated with this fishery, as snappers and groupers that are caught are retained and marketed as desirable seafood, but other species may be discarded.<br><br>    Trevally is managed by both state and federal agencies. There is a <a href=""javascript:openGlossary('fishery management')"" title=""definition of fishery management"">fishery management<img src=""/images/shared/icon_glossary.gif"" width=8 height=11 title="""" border=""0""></a> plan in place for trevally, restricting the type of gear used. There are also catch limits for both commercial and recreational fishing.<br><br>    Due to <span id=""nolink"">stock</span> status uncertainty, as well as bycatch and management concerns, trevally is rated as a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_HICarangidaeReport.pdf,Hawaiian Trevally/Jack Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
236,Trout,"Trout, Lake","Lake Superior, Lake Huron",Wild,Yellow,"Char, Laker, Mackinaw, Namaycush, Salmon Trout, Togue",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/trout_cornell.jpg,New York State Dept. of Environmental Conservation,NULL,Salvelinus namaycush,"<b>Great Lakes trout were reduced by overfishing and the introduction of non-native species. Due to recent increases, lake trout from Lake Huron and Lake Superior is a ""Good Alternative."" Concerns about low numbers in Lake Michigan result in an ""Avoid"" rating.</b>","Lake trout is available year-round and may be marketed fresh, frozen or smoked.","Lake trout is a long-lived predator that is distributed in lakes throughout North America. In the mid-1900s, overfishing reduced lake trout populations throughout the Great Lakes. They were further diminished by the introduction of invasive, non-native species that either competed with the trout for food or preyed on the trout itself.<br><br>    While trout's essential habitat and spawning areas have been relatively undisturbed in the Great Lakes, populations in some of the lakes are in serious decline or have completely disappeared.<br><br>    Fishery managers in the Great Lakes have made restoring lake trout populations a priority. However, success has been limited and lake trout stocks are still a critical conservation concern in Lake Michigan.<br><br>    We recommend lake trout from Lake Superior and Lake Huron as a ""Good Alternative,"" while lake trout from Lake Michigan is rated as ""Avoid.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_GreatLakesReport.pdf,Great Lakes Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
237,Trout,"Trout, Lake",Lake Michigan,Wild,Red,"Char, Laker, Mackinaw, Namaycush, Salmon Trout, Togue",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/trout_cornell.jpg,New York State Dept. of Environmental Conservation,NULL,Salvelinus namaycush,"<b>Great Lakes trout were reduced by overfishing and the introduction of non-native species. Due to recent increases, lake trout from Lake Huron and Lake Superior is a ""Good Alternative."" Concerns about low numbers in Lake Michigan result in an ""Avoid"" rating.</b>","Lake trout is available year-round and may be marketed fresh, frozen or smoked.","Lake trout is a long-lived predator that is distributed in lakes throughout North America. In the mid-1900s, overfishing reduced lake trout populations throughout the Great Lakes. They were further diminished by the introduction of invasive, non-native species that either competed with the trout for food or preyed on the trout itself.<br><br>    While trout's essential habitat and spawning areas have been relatively undisturbed in the Great Lakes, populations in some of the lakes are in serious decline or have completely disappeared.<br><br>    Fishery managers in the Great Lakes have made restoring lake trout populations a priority. However, success has been limited and lake trout stocks are still a critical conservation concern in Lake Michigan.<br><br>    We recommend lake trout from Lake Superior and Lake Huron as a ""Good Alternative,"" while lake trout from Lake Michigan is rated as ""Avoid.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_GreatLakesReport.pdf,Great Lakes Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,Trout,"Trout, Rainbow/Steelhead",U.S.,Farmed,Green,Golden & Steelhead Trout,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/trout_rainbow.jpg,© Monterey Bay Aquarium,NULL,Onchorhyncus mykiss,"<b>U.S. rainbow trout raised in raceways, ponds and tanks is a ""Best Choice"" because it's farmed in an ecologically responsible way. Many wild steelhead trout populations are endangered or threatened. This recommendation does not apply to wild-caught steelhead, which make up a small portion of trout in the marketplace and have not been assessed by Seafood Watch.</b>","Most of the trout available in U.S. markets is farm-raised. Rainbow trout is also marketed as ""golden trout,"" ""steelhead"" or ""steelhead trout."" A small amount of farmed trout is imported into the U.S. and is marketed as steelhead, but is not included in this recommendation.","Rainbow trout is part of the <span id=""nolink"">salmon</span> <span id=""nolink"">family</span> and has been produced commercially in the U.S. on a large scale since the 1960s. Most U.S. trout are farmed inland in flow-through systems, which consist of raceways, ponds or tanks with continuously flowing water, and escape and pollution problems are generally well-controlled. Compared to other carnivorous farmed species, trout are relatively efficient at converting their feed into protein, especially with recent improvements in their feed. Management of the rainbow trout aquaculture industry is effective and well regulated, with widespread use of best management practices.<br><br>    For these reasons, U.S. rainbow trout farmed in raceways, ponds and tanks is a Seafood Watch ""Best Choice.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedTroutReport.pdf,Farmed Trout Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AquacultureFactCards.pdf,Aquaculture Fact Cards,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,"Tuna, Albacore","Tuna, Albacore","U.S. Pacific, Canadian Pacific","Troll, Pole",Green,"Canned White Tuna, Longfin Tunny, Shiro Maguro, Tombo",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/albacore.jpg,© Monterey Bay Aquarium,Shiro Maguro,Thunnus alalunga,"<b>Albacore tuna is found in most of the world's oceans. Many types of gear are used to catch tuna. Trolls and poles are the most ocean-friendly options. Some albacore tuna is certified as <span id=""nolink"">sustainable</span> to the standard of the <span id=""nolink"">Marine</span> Stewardship Council <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">(MSC)<img src=""/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""22"" height""10"".""></a>.</b>","In the U.S. albacore is widely available as canned white tuna. It may also be available fresh, frozen or as sashimi. Albacore is known as shiro maguro when prepared for sushi.","Albacore tuna is a highly migratory fish found in many oceans around the world. While albacore in the Pacific Ocean is reasonably abundant and healthy, it's less abundant in the North Atlantic.  <br><br>     Albacore is caught with a variety of gear, including troll, pole and longline. There is little or no bycatch when albacore is caught with troll or pole gear. However, longlines, the most common method, results in large quantities of bycatch, including threatened or endangered species such as sea turtles, sharks and seabirds. Since there are no international laws to reduce bycatch, these longline fleets are contributing heavily to the long-term decline of some of these species.  <br><br>     When possible, look for troll- or pole-caught albacore. In particular, U.S. and Canadian North Pacific are a ""Best Choice."" Longline-caught albacore is rated as ""Avoid,"" except longline-caught from Hawaii, where strict bycatch regulations and healthy populations result in a ""Good Alternative"" rating.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AlbacoreTunaReport.pdf,Albacore Tuna Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Longlining&PurseSeiningFactCards.pdf,Longlining Fact Card,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrollingFactCard.pdf,Trolling Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,"Tuna, Albacore","Tuna, Albacore",Hawaii,Longline,Yellow,"Longfin Tunny, Shiro Maguro, Tombo",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/albacore.jpg,© Monterey Bay Aquarium,Shiro Maguro,Thunnus alalunga,"<b>Albacore tuna is found in most of the world's oceans. Many types of gear are used to catch tuna. Trolls and poles are the most ocean-friendly options. Some albacore tuna is certified as <span id=""nolink"">sustainable</span> to the standard of the <span id=""nolink"">Marine</span> Stewardship Council <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">(MSC)<img src=""/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""22"" height""10"".""></a>.</b>","In the U.S. albacore is widely available as canned white tuna. It may also be available fresh, frozen or as sashimi. Albacore is known as shiro maguro when prepared for sushi.","Albacore tuna is a highly migratory fish found in many oceans around the world. While albacore in the Pacific Ocean is reasonably abundant and healthy, it's less abundant in the North Atlantic.  <br><br>     Albacore is caught with a variety of gear, including troll, pole and longline. There is little or no bycatch when albacore is caught with troll or pole gear. However, longlines, the most common method, results in large quantities of bycatch, including threatened or endangered species such as sea turtles, sharks and seabirds. Since there are no international laws to reduce bycatch, these longline fleets are contributing heavily to the long-term decline of some of these species.  <br><br>     When possible, look for troll- or pole-caught albacore. In particular, U.S. and Canadian North Pacific are a ""Best Choice."" Longline-caught albacore is rated as ""Avoid,"" except longline-caught from Hawaii, where strict bycatch regulations and healthy populations result in a ""Good Alternative"" rating.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_AlbacoreTunaReport.pdf,Albacore Tuna Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Longlining&PurseSeiningFactCards.pdf,Longlining Fact Card,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_TrollingFactCard.pdf,Trolling Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
